                                    MODE
19941208  SEQUENCE NUMBER:    3       1   47   3124
19941209  SEQUENCE NUMBER:    3       1   47   3124
19941210  SEQUENCE NUMBER:    3       1   47   3124
19941211  SEQUENCE NUMBER:    3       1   47   3124
19941212  SEQUENCE NUMBER:    3       1   47   3124
19941213  SEQUENCE NUMBER:    3       1   47   3124
19941214  SEQUENCE NUMBER:    3       1   47   3124
19941215  SEQUENCE NUMBER:    3       1   47   3124
19941216  SEQUENCE NUMBER:    3       1   47   3124
19941217  SEQUENCE NUMBER:    3       1   47   3124
19941218  SEQUENCE NUMBER:    3       1   47   3124
19941219  SEQUENCE NUMBER:    3       1   47   3124
19941220  SEQUENCE NUMBER:    3       1   47   3124
19941221  SEQUENCE NUMBER:    3       1   47   3124
19941222  SEQUENCE NUMBER:    3       1   47   3124
19941223  SEQUENCE NUMBER:    3       1   50   4581
19941224  SEQUENCE NUMBER:    3       1   50   4581
19941225  SEQUENCE NUMBER:    3       1   50   4581
19941226  SEQUENCE NUMBER:    3       1   50   4581
19941227  SEQUENCE NUMBER:    3       1   50   4581
19941228  SEQUENCE NUMBER:    3       1   50   4581
19941229  SEQUENCE NUMBER:    4       1   50   4581
19941230  SEQUENCE NUMBER:    4       1   50   4581
19941231  SEQUENCE NUMBER:    4       1   50   4581
19950101  SEQUENCE NUMBER:    4       1   50   4581
19950102  SEQUENCE NUMBER:    4       1   50   4581
19950103  SEQUENCE NUMBER:    4       1   50   4581
19950104  SEQUENCE NUMBER:    4       1   50   4581
19950105  SEQUENCE NUMBER:    4       1   50   4581
19950106  SEQUENCE NUMBER:    4       1   50   4581
19950107  SEQUENCE NUMBER:    4       1   50   4581
19950108  SEQUENCE NUMBER:    4       1   50   4581
19950109  SEQUENCE NUMBER:    4       1   50   4581
19950110  SEQUENCE NUMBER:    4       1   50   4581
19950111  SEQUENCE NUMBER:    4       1   50   4581
19950112  SEQUENCE NUMBER:    4       1   50   4581
19950113  SEQUENCE NUMBER:    4       1   50   4581
19950114  SEQUENCE NUMBER:    4       1   50   4581
19950115  SEQUENCE NUMBER:    4       1   50   4581
19950116  SEQUENCE NUMBER:    4       1   50   4581
19950117  SEQUENCE NUMBER:    4       1   50   4581
19950118  SEQUENCE NUMBER:    4       1   50   4581
19950119  SEQUENCE NUMBER:    4       1   50   4581
19950120  SEQUENCE NUMBER:    4       1   47   3124
19950121  SEQUENCE NUMBER:    4       1   50   4581
19950122  SEQUENCE NUMBER:    4       1   50   4581
19950123  SEQUENCE NUMBER:    4       1   50   4581
19950124  SEQUENCE NUMBER:    4       1   50   4581
19950125  SEQUENCE NUMBER:    4       1   50   4581
19950126  SEQUENCE NUMBER:    4       1   50   4581
19950127  SEQUENCE NUMBER:    4       1   50   4581
19950128  SEQUENCE NUMBER:    4       1   50   4581
19950129  SEQUENCE NUMBER:    4       1   50   4581
19950130  SEQUENCE NUMBER:    4       1   50   4581
19950131  SEQUENCE NUMBER:    4       1   50   4581
19950201  SEQUENCE NUMBER:    5       1   50   4581
19950202  SEQUENCE NUMBER:    5       1   50   4581
19950203  SEQUENCE NUMBER:    5       1   50   4581
19950204  SEQUENCE NUMBER:    5       1   50   4581
19950205  SEQUENCE NUMBER:    5       1   50   4581
19950206  SEQUENCE NUMBER:    5       1   50   4581
19950207  SEQUENCE NUMBER:    5       1   50   4581
19950208  SEQUENCE NUMBER:    5       1   50   4581
19950209  SEQUENCE NUMBER:    5       1   50   4581
19950210  SEQUENCE NUMBER:    5       1   50   4581
19950211  SEQUENCE NUMBER:    5       1   50   4581
19950212  SEQUENCE NUMBER:    5       1   50   4581
19950213  SEQUENCE NUMBER:    5       1   50   4581
19950214  SEQUENCE NUMBER:    5       1   50   4581
19950215  SEQUENCE NUMBER:    5       1   50   4581
19950216  SEQUENCE NUMBER:    5       1   50   4581
19950217  SEQUENCE NUMBER:    5       1   50   4581
19950218  SEQUENCE NUMBER:    5       1   50   4581
19950219  SEQUENCE NUMBER:    5       1   50   4581
19950220  SEQUENCE NUMBER:    5       1   50   4581
19950221  SEQUENCE NUMBER:    5       1   50   4581
19950222  SEQUENCE NUMBER:    5       1   50   4581
19950223  SEQUENCE NUMBER:    5       1   50   4581
19950224  SEQUENCE NUMBER:    5       1   50   4581
19950225  SEQUENCE NUMBER:    5       1   50   4581
19950226  SEQUENCE NUMBER:    5       1   50   4581
19950227  SEQUENCE NUMBER:    5       1   50   4581
19950228  SEQUENCE NUMBER:    5       1   50   4581
19950301  SEQUENCE NUMBER:    5       1   50   4581
19950302  SEQUENCE NUMBER:    5       1   50   4581
19950303  SEQUENCE NUMBER:    5       1   50   4581
19950304  SEQUENCE NUMBER:    5       1   50   4581
19950305  SEQUENCE NUMBER:    5       1   50   4581
19950306  SEQUENCE NUMBER:    5       1   50   4581
19950307  SEQUENCE NUMBER:    5       1   50   4581
19950308  SEQUENCE NUMBER:    5       1   50   4581
19950309  SEQUENCE NUMBER:    5       1   50   4581
19950310  SEQUENCE NUMBER:    5       1   50   4581
19950311  SEQUENCE NUMBER:    5       1   50   4581
19950312  SEQUENCE NUMBER:    5       1   50   4581
19950313  SEQUENCE NUMBER:    6       1   50   4581
19950314  SEQUENCE NUMBER:    6       1   50   4581
19950315  SEQUENCE NUMBER:    6       1   50   4581
19950316  SEQUENCE NUMBER:    6       1   50   4581
19950317  SEQUENCE NUMBER:    6       1   50   4581
19950318  SEQUENCE NUMBER:    6       1   50   4581
19950319  SEQUENCE NUMBER:    6       1   50   4581
19950320  SEQUENCE NUMBER:    6       1   50   4581
19950321  SEQUENCE NUMBER:    6       1   50   4581
19950322  SEQUENCE NUMBER:    6       1   50   4581
19950323  SEQUENCE NUMBER:    6       1   50   4581
19950324  SEQUENCE NUMBER:    6       1   50   4581
19950325  SEQUENCE NUMBER:    6       1   50   4581
19950326  SEQUENCE NUMBER:    6       1   50   4581
19950327  SEQUENCE NUMBER:    6       1   50   4581
19950328  SEQUENCE NUMBER:    6       1   50   4581
19950329  SEQUENCE NUMBER:    6       1   50   4581
19950330  SEQUENCE NUMBER:    6       1   50   4581
19950331  SEQUENCE NUMBER:    6       1   50   4581
19950401  SEQUENCE NUMBER:    6       1   50   4581
19950402  SEQUENCE NUMBER:    6       1   50   4581
19950403  SEQUENCE NUMBER:    6       1   50   4581
19950404  SEQUENCE NUMBER:    6       1   50   4581
19950405  SEQUENCE NUMBER:    6       1   50   4581
19950406  SEQUENCE NUMBER:    6       1   50   4581
19950407  SEQUENCE NUMBER:    6       1   50   4581
19950408  SEQUENCE NUMBER:    6       1   50   4581
19950409  SEQUENCE NUMBER:    6       1   50   4581
19950410  SEQUENCE NUMBER:    6       1   50   4581
19950411  SEQUENCE NUMBER:    6       1   50   4581
19950412  SEQUENCE NUMBER:    6       1   50   4581
19950413  SEQUENCE NUMBER:    6       1   50   4581
19950414  SEQUENCE NUMBER:    6       1   50   4581
19950415  SEQUENCE NUMBER:    6       1   50   4581
19950416  SEQUENCE NUMBER:    6       1   50   4581
19950417  SEQUENCE NUMBER:    7       1   50   4581
19950418  SEQUENCE NUMBER:    7       1   50   4581
19950419  SEQUENCE NUMBER:    7       1   50   4581
19950420  SEQUENCE NUMBER:    7       1   50   4581
19950421  SEQUENCE NUMBER:    7       1   50   4581
19950422  SEQUENCE NUMBER:    7       1   50   4581
19950423  SEQUENCE NUMBER:    7       1   50   4581
19950424  SEQUENCE NUMBER:    7       1   50   4581
19950425  SEQUENCE NUMBER:    7       1   50   4581
19950426  SEQUENCE NUMBER:    7       1   50   4581
19950427  SEQUENCE NUMBER:    7       1   50   4581
19950428  SEQUENCE NUMBER:    7       1   50   4581
19950429  SEQUENCE NUMBER:    7       1   50   4581
19950430  SEQUENCE NUMBER:    7       1   50   4581
19950501  SEQUENCE NUMBER:    7       1   50   4581
19950502  SEQUENCE NUMBER:    7       1   50   4581
19950503  SEQUENCE NUMBER:    7       1   50   4581
19950504  SEQUENCE NUMBER:    7       1   50   4581
19950505  SEQUENCE NUMBER:    7       1   50   4581
19950506  SEQUENCE NUMBER:    7       1   50   4581
19950507  SEQUENCE NUMBER:    7       1   50   4581
19950508  SEQUENCE NUMBER:    7       1   50   4581
19950509  SEQUENCE NUMBER:    7       1   50   4581
19950510  SEQUENCE NUMBER:    7       1   50   4581
19950511  SEQUENCE NUMBER:    7       1   50   4581
19950512  SEQUENCE NUMBER:    7       1   50   4581
19950513  SEQUENCE NUMBER:    7       1   50   4581
19950514  SEQUENCE NUMBER:    7       1   50   4581
19950515  SEQUENCE NUMBER:    7       1   50   4581
19950516  SEQUENCE NUMBER:    7       1   50   4581
19950517  SEQUENCE NUMBER:    7       1   50   4581
19950518  SEQUENCE NUMBER:    7       1   50   4581
19950519  SEQUENCE NUMBER:    7       1   50   4581
